date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2008-07-01,24,16,0.0,14.5,6,6,4,04:02 AM,07:57 PM,06:15 AM,09:05 PM,14,20,21,20,23,6,66,0.0,1017,24,10,334,15
2008-07-02,22,17,0.0,14.5,5,5,0,05:06 AM,08:59 PM,06:16 AM,09:05 PM,14,19,20,19,23,10,72,0.0,1017,22,10,321,17
2008-07-03,22,16,0.0,14.5,5,5,0,06:19 AM,09:50 PM,06:16 AM,09:05 PM,11,19,19,19,23,5,64,0.0,1019,22,10,331,16
2008-07-04,25,15,0.0,14.5,6,6,3,07:37 AM,10:30 PM,06:17 AM,09:05 PM,15,20,21,20,15,11,72,0.0,1018,25,10,292,10
2008-07-05,24,18,0.0,14.5,6,6,10,08:53 AM,11:03 PM,06:17 AM,09:05 PM,16,21,22,21,18,39,78,0.0,1018,24,8,324,13
2008-07-06,21,16,0.0,14.5,5,5,17,10:05 AM,11:30 PM,06:18 AM,09:04 PM,11,18,19,18,29,1,64,0.0,1019,21,10,343,22
2008-07-07,22,16,0.0,14.5,5,5,25,11:13 AM,11:55 PM,06:19 AM,09:04 PM,11,19,19,19,31,0,63,0.0,1019,22,10,349,23
2008-07-08,24,17,0.0,14.5,5,5,32,12:18 PM,No moonset,06:19 AM,09:04 PM,14,20,21,20,28,7,69,0.0,1019,24,10,254,19
2008-07-09,24,16,0.0,14.5,5,5,39,01:21 PM,12:17 AM,06:20 AM,09:03 PM,14,20,21,20,24,3,71,0.0,1019,24,10,333,16
2008-07-10,25,17,0.0,14.5,6,6,47,02:22 PM,12:40 AM,06:20 AM,09:03 PM,16,21,22,21,20,2,76,0.0,1019,25,10,321,14
2008-07-11,24,17,0.0,13.5,6,6,54,03:24 PM,01:05 AM,06:21 AM,09:03 PM,17,20,22,20,17,39,81,0.0,1018,24,7,298,12
2008-07-12,22,16,0.0,14.5,5,5,61,04:25 PM,01:33 AM,06:22 AM,09:02 PM,13,19,20,19,30,9,69,0.0,1017,22,10,343,22
2008-07-13,24,16,0.0,14.5,5,5,68,05:26 PM,02:04 AM,06:23 AM,09:02 PM,13,20,20,20,35,3,66,0.0,1017,24,10,256,24
2008-07-14,27,16,0.0,14.5,6,6,76,06:24 PM,02:42 AM,06:23 AM,09:01 PM,14,22,23,22,25,2,63,0.0,1019,27,10,289,15
2008-07-15,29,18,0.0,14.5,6,6,83,07:18 PM,03:27 AM,06:24 AM,09:01 PM,15,25,25,24,19,3,57,0.0,1021,29,10,290,10
2008-07-16,28,18,0.0,14.5,6,6,90,08:05 PM,04:18 AM,06:25 AM,09:00 PM,15,25,25,24,16,3,61,0.0,1019,28,10,283,9
2008-07-17,28,20,0.0,11.6,6,6,97,08:46 PM,05:16 AM,06:25 AM,08:59 PM,16,25,25,24,30,2,63,0.0,1015,28,10,339,17
2008-07-18,30,19,0.0,11.6,6,6,100,09:21 PM,06:17 AM,06:26 AM,08:59 PM,16,25,25,24,25,0,62,0.0,1012,30,10,207,14
2008-07-19,27,20,0.0,11.6,6,6,88,09:51 PM,07:22 AM,06:27 AM,08:58 PM,17,26,26,24,17,4,66,0.0,1012,27,10,240,10
2008-07-20,24,18,0.0,11.6,6,6,81,10:17 PM,08:26 AM,06:28 AM,08:57 PM,17,22,23,22,10,6,77,0.0,1016,24,10,245,8
2008-07-21,27,18,0.0,11.6,6,6,73,10:42 PM,09:31 AM,06:29 AM,08:57 PM,18,23,23,23,15,1,74,0.0,1017,27,10,309,10
2008-07-22,27,18,0.0,11.6,6,6,66,11:06 PM,10:35 AM,06:29 AM,08:56 PM,17,24,24,23,13,9,70,0.0,1017,27,10,285,9
2008-07-23,24,17,0.0,11.6,5,5,59,11:30 PM,11:41 AM,06:30 AM,08:55 PM,16,20,21,20,20,5,76,0.0,1017,24,10,306,14
2008-07-24,23,16,0.0,11.6,5,5,52,11:56 PM,12:48 PM,06:31 AM,08:54 PM,15,20,20,20,18,13,75,0.0,1017,23,10,305,12
2008-07-25,23,18,0.0,8.2,5,5,44,No moonrise,01:59 PM,06:32 AM,08:53 PM,18,21,22,21,16,52,86,0.0,1017,23,9,272,11
2008-07-26,24,18,0.0,11.6,6,6,37,12:27 AM,03:12 PM,06:33 AM,08:53 PM,17,21,22,21,16,18,79,0.0,1017,24,7,282,11
2008-07-27,25,17,0.0,11.6,6,6,30,01:04 AM,04:26 PM,06:34 AM,08:52 PM,18,21,22,21,16,19,81,0.0,1018,25,10,283,11
2008-07-28,24,17,0.0,11.6,6,6,23,01:50 AM,05:39 PM,06:34 AM,08:51 PM,15,21,21,21,23,12,74,0.0,1018,24,9,332,16
2008-07-29,24,16,0.0,11.6,5,5,15,02:47 AM,06:44 PM,06:35 AM,08:50 PM,13,20,20,20,29,0,66,0.0,1017,24,10,335,20
2008-07-30,25,17,0.0,11.6,6,6,8,03:56 AM,07:39 PM,06:36 AM,08:49 PM,16,21,22,21,20,3,75,0.0,1018,25,10,322,13
2008-07-31,25,17,0.0,11.6,6,6,4,05:11 AM,08:23 PM,06:37 AM,08:48 PM,18,21,22,21,17,10,81,0.0,1019,25,10,289,11
2008-08-01,23,17,0.0,11.6,6,6,0,06:27 AM,08:59 PM,06:38 AM,08:47 PM,14,20,21,20,28,1,68,0.0,1022,23,10,339,19
2008-08-02,27,19,0.0,11.6,6,6,0,07:42 AM,09:29 PM,06:39 AM,08:46 PM,15,23,23,22,36,0,64,0.0,1019,27,10,301,23
2008-08-03,28,19,0.0,11.6,6,6,6,08:53 AM,09:55 PM,06:40 AM,08:45 PM,17,24,24,23,30,1,68,0.0,1016,28,10,341,18
2008-08-04,28,19,0.0,11.6,6,6,14,10:00 AM,10:19 PM,06:41 AM,08:44 PM,16,24,24,23,32,0,66,0.0,1015,28,10,341,19
2008-08-05,27,18,0.0,11.6,6,6,21,11:05 AM,10:42 PM,06:41 AM,08:43 PM,15,23,23,22,29,0,66,0.0,1015,27,10,341,18
2008-08-06,26,17,0.0,11.6,6,6,28,12:09 PM,11:07 PM,06:42 AM,08:41 PM,16,21,22,21,19,10,74,0.0,1014,26,10,318,12
2008-08-07,24,18,0.0,11.6,6,6,35,01:12 PM,11:34 PM,06:43 AM,08:40 PM,15,20,21,20,28,14,74,0.0,1016,24,10,340,19
2008-08-08,24,17,0.0,11.6,6,6,43,02:14 PM,No moonset,06:44 AM,08:39 PM,15,20,21,20,33,2,73,0.0,1017,24,10,344,23
2008-08-09,27,18,0.0,11.6,6,6,50,03:16 PM,12:03 AM,06:45 AM,08:38 PM,15,22,23,22,32,1,68,0.0,1016,27,10,340,21
2008-08-10,26,18,0.0,11.6,6,6,57,04:15 PM,12:39 AM,06:46 AM,08:37 PM,15,21,22,21,28,6,69,0.0,1014,26,10,337,19
2008-08-11,24,18,0.0,11.6,6,6,65,05:11 PM,01:21 AM,06:47 AM,08:35 PM,18,21,22,21,19,33,85,0.0,1012,24,7,291,13
2008-08-12,23,18,0.0,11.6,6,6,72,06:01 PM,02:09 AM,06:48 AM,08:34 PM,16,21,21,21,25,27,75,0.0,1013,23,9,312,17
2008-08-13,23,17,0.0,11.6,5,5,79,06:44 PM,03:05 AM,06:49 AM,08:33 PM,12,20,20,20,35,1,61,0.0,1017,23,10,220,25
2008-08-14,22,16,0.0,11.6,5,5,86,07:21 PM,04:06 AM,06:50 AM,08:32 PM,12,19,20,19,31,5,66,0.0,1019,22,10,301,22
2008-08-15,25,16,0.0,11.6,6,6,94,07:53 PM,05:10 AM,06:51 AM,08:30 PM,13,20,21,20,26,1,63,0.0,1021,25,10,173,18
2008-08-16,24,17,0.0,11.6,6,6,100,08:21 PM,06:15 AM,06:51 AM,08:29 PM,17,20,21,20,19,17,80,0.0,1015,24,10,294,13
2008-08-17,24,16,0.0,11.6,5,5,100,08:46 PM,07:21 AM,06:52 AM,08:28 PM,16,20,21,20,18,9,76,0.0,1015,24,10,323,12
2008-08-18,25,17,0.0,11.6,5,5,85,09:10 PM,08:26 AM,06:53 AM,08:26 PM,16,20,21,20,22,11,76,0.0,1015,25,10,297,15
2008-08-19,23,17,0.0,11.6,5,5,77,09:35 PM,09:33 AM,06:54 AM,08:25 PM,14,20,20,20,32,8,71,0.0,1019,23,10,346,23
2008-08-20,24,16,0.0,11.6,5,5,70,10:01 PM,10:40 AM,06:55 AM,08:24 PM,14,20,20,20,29,16,70,0.0,1019,24,10,301,20
2008-08-21,25,18,0.0,11.6,6,6,63,10:30 PM,11:50 AM,06:56 AM,08:22 PM,16,21,22,21,25,7,73,0.1,1019,25,10,202,16
2008-08-22,23,18,0.0,11.6,6,6,55,11:04 PM,01:02 PM,06:57 AM,08:21 PM,15,20,21,20,30,14,73,0.0,1018,23,10,342,21
2008-08-23,25,17,0.0,11.6,6,6,48,11:47 PM,02:16 PM,06:58 AM,08:19 PM,15,21,21,21,35,1,70,0.0,1016,25,10,336,24
2008-08-24,25,17,0.0,11.6,6,6,41,No moonrise,03:28 PM,06:59 AM,08:18 PM,15,21,21,21,32,4,71,0.0,1017,25,10,344,22
2008-08-25,24,17,0.0,11.6,6,6,34,12:39 AM,04:34 PM,07:00 AM,08:17 PM,16,20,21,20,25,11,77,0.0,1017,24,10,335,18
2008-08-26,24,17,0.0,11.6,6,6,26,01:42 AM,05:31 PM,07:01 AM,08:15 PM,16,20,21,20,29,3,76,0.0,1018,24,10,337,20
2008-08-27,25,17,0.0,11.6,6,6,19,02:52 AM,06:18 PM,07:01 AM,08:14 PM,17,20,21,20,19,20,79,0.0,1017,25,9,322,13
2008-08-28,27,15,0.0,11.6,6,6,12,04:06 AM,06:56 PM,07:02 AM,08:12 PM,16,22,22,22,13,11,73,0.0,1015,27,9,265,8
2008-08-29,23,18,0.0,10.3,6,6,5,05:21 AM,07:28 PM,07:03 AM,08:11 PM,17,21,22,21,17,26,79,0.2,1014,23,9,171,11
2008-08-30,24,17,0.0,11.6,6,6,0,06:32 AM,07:55 PM,07:04 AM,08:09 PM,17,20,21,20,17,18,81,0.0,1016,24,8,231,11
2008-08-31,24,16,0.0,11.6,5,5,0,07:42 AM,08:20 PM,07:05 AM,08:08 PM,16,20,21,20,13,15,80,0.0,1019,24,7,301,9
2008-09-01,25,16,0.0,11.6,6,6,3,08:48 AM,08:44 PM,07:06 AM,08:06 PM,16,21,22,21,16,6,78,0.0,1019,25,10,227,10
2008-09-02,24,15,0.0,11.6,5,5,10,09:52 AM,09:08 PM,07:07 AM,08:05 PM,15,19,20,19,18,6,78,0.0,1017,24,10,323,12
2008-09-03,23,15,0.0,11.6,5,5,18,10:56 AM,09:34 PM,07:08 AM,08:03 PM,15,19,20,19,16,16,78,0.0,1014,23,10,235,11
2008-09-04,23,18,0.0,10.3,5,5,25,12:00 PM,10:03 PM,07:09 AM,08:02 PM,17,20,21,20,19,46,83,0.1,1012,23,10,262,13
2008-09-05,22,17,0.0,9.0,4,4,33,01:02 PM,10:36 PM,07:10 AM,08:00 PM,17,20,20,20,30,70,83,6.7,1011,22,10,227,20
2008-09-06,23,17,0.0,11.6,5,5,40,02:03 PM,11:16 PM,07:10 AM,07:59 PM,15,20,20,20,18,8,74,0.0,1014,23,10,321,13
2008-09-07,23,15,0.0,11.6,5,5,48,03:01 PM,No moonset,07:11 AM,07:57 PM,12,19,20,19,17,4,63,0.0,1015,23,10,244,11
2008-09-08,24,14,0.0,11.6,5,5,55,03:53 PM,12:01 AM,07:12 AM,07:56 PM,13,20,21,20,11,10,67,0.1,1012,24,10,177,8
2008-09-09,26,18,0.0,11.6,6,6,63,04:39 PM,12:54 AM,07:13 AM,07:54 PM,17,22,23,22,12,20,76,0.1,1013,26,10,193,8
2008-09-10,25,18,0.0,11.6,6,6,70,05:18 PM,01:53 AM,07:14 AM,07:52 PM,17,22,22,22,18,6,75,0.0,1016,25,10,285,12
2008-09-11,22,18,0.0,10.2,5,5,78,05:52 PM,02:55 AM,07:15 AM,07:51 PM,14,19,20,19,30,21,75,0.1,1018,22,10,336,22
2008-09-12,22,16,0.0,11.6,5,5,86,06:21 PM,03:59 AM,07:16 AM,07:49 PM,11,19,19,19,42,6,60,0.0,1020,22,10,136,30
2008-09-13,24,16,0.0,11.6,5,5,93,06:48 PM,05:05 AM,07:17 AM,07:48 PM,11,20,20,20,30,2,57,0.0,1019,24,10,140,20
2008-09-14,26,17,0.0,11.6,6,6,100,07:13 PM,06:11 AM,07:18 AM,07:46 PM,12,21,21,21,25,0,58,0.0,1018,26,10,179,16
2008-09-15,25,16,0.0,11.6,6,6,100,07:38 PM,07:18 AM,07:18 AM,07:45 PM,14,20,21,20,23,2,68,0.0,1017,25,10,290,15
2008-09-16,23,16,0.0,10.2,5,5,84,08:03 PM,08:26 AM,07:19 AM,07:43 PM,15,19,20,19,18,23,78,0.0,1014,23,10,303,12
2008-09-17,23,17,0.0,11.6,5,5,77,08:32 PM,09:37 AM,07:20 AM,07:41 PM,16,20,20,20,13,26,78,0.0,1012,23,10,198,10
2008-09-18,23,17,0.0,10.2,6,6,69,09:06 PM,10:50 AM,07:21 AM,07:40 PM,16,20,22,20,9,51,77,0.4,1016,23,10,185,6
2008-09-19,26,16,0.0,11.6,6,6,62,09:46 PM,12:05 PM,07:22 AM,07:38 PM,16,21,22,21,10,17,71,0.0,1019,26,10,135,6
2008-09-20,26,20,0.0,11.6,6,6,54,10:35 PM,01:19 PM,07:23 AM,07:37 PM,16,24,24,22,16,36,69,0.0,1016,26,10,123,9
2008-09-21,23,19,0.0,11.6,5,5,47,11:35 PM,02:27 PM,07:24 AM,07:35 PM,18,21,22,21,11,45,85,4.1,1013,23,9,221,7
2008-09-22,24,17,0.0,11.6,6,6,39,No moonrise,03:27 PM,07:25 AM,07:33 PM,17,20,21,20,10,29,80,0.7,1012,24,10,232,6
2008-09-23,23,17,0.0,11.6,5,5,31,12:42 AM,04:16 PM,07:26 AM,07:32 PM,16,20,20,20,12,26,81,0.1,1011,23,10,240,8
2008-09-24,24,17,0.0,11.6,5,5,24,01:55 AM,04:56 PM,07:27 AM,07:30 PM,17,20,21,20,10,15,80,0.0,1015,24,10,240,7
2008-09-25,25,17,0.0,11.6,6,6,16,03:07 AM,05:29 PM,07:27 AM,07:29 PM,15,21,21,21,15,21,71,0.0,1019,25,10,296,9
2008-09-26,26,17,0.0,11.6,6,6,9,04:18 AM,05:57 PM,07:28 AM,07:27 PM,13,21,22,21,16,8,58,0.0,1018,26,10,158,10
2008-09-27,25,19,0.0,11.6,6,6,1,05:26 AM,06:22 PM,07:29 AM,07:25 PM,14,22,22,22,13,22,62,0.4,1016,25,10,99,8
2008-09-28,23,18,0.0,11.6,5,5,0,06:32 AM,06:46 PM,07:30 AM,07:24 PM,13,20,20,20,29,33,66,1.3,1017,23,10,82,20
2008-09-29,24,16,0.0,11.6,5,5,0,07:37 AM,07:10 PM,07:31 AM,07:22 PM,15,20,21,20,26,37,72,0.3,1018,24,10,87,17
2008-09-30,26,19,0.0,11.6,6,6,0,08:41 AM,07:35 PM,07:32 AM,07:21 PM,14,21,22,21,22,11,65,0.0,1018,26,10,136,13
2008-10-01,22,17,0.0,11.6,5,5,6,09:45 AM,08:03 PM,07:33 AM,07:19 PM,14,19,19,19,24,14,73,0.0,1018,22,10,339,17
2008-10-02,21,16,0.0,11.6,5,5,13,10:48 AM,08:34 PM,07:34 AM,07:18 PM,13,18,18,18,31,4,73,0.0,1018,21,10,305,22
2008-10-03,19,15,0.0,11.6,5,5,20,11:50 AM,09:12 PM,07:35 AM,07:16 PM,8,17,17,17,39,4,58,0.0,1021,19,10,113,28
2008-10-04,21,14,0.0,11.6,5,5,28,12:49 PM,09:55 PM,07:36 AM,07:14 PM,6,17,18,17,25,17,49,0.0,1022,21,10,138,15
2008-10-05,22,14,0.0,11.6,5,5,35,01:44 PM,10:45 PM,07:37 AM,07:13 PM,9,18,19,18,21,8,54,0.0,1020,22,10,176,13
2008-10-06,23,14,0.0,11.6,5,5,42,02:32 PM,11:41 PM,07:38 AM,07:11 PM,14,19,20,19,12,9,71,0.0,1021,23,10,183,8
2008-10-07,20,17,0.0,10.2,4,4,50,03:14 PM,No moonset,07:39 AM,07:10 PM,16,19,19,19,25,39,85,3.0,1020,20,10,266,16
2008-10-08,20,16,0.0,11.6,5,5,57,03:49 PM,12:40 AM,07:39 AM,07:08 PM,13,18,18,18,25,9,76,0.2,1022,20,10,336,17
2008-10-09,21,16,0.0,11.6,5,5,64,04:20 PM,01:43 AM,07:40 AM,07:07 PM,10,18,18,18,28,3,62,0.0,1022,21,10,17,18
2008-10-10,24,16,0.0,11.6,6,6,71,04:47 PM,02:47 AM,07:41 AM,07:05 PM,11,21,21,21,36,8,55,0.0,1018,24,10,51,22
2008-10-11,23,20,0.0,10.2,5,5,79,05:13 PM,03:52 AM,07:42 AM,07:04 PM,16,21,22,21,24,41,72,5.8,1015,23,10,133,14
2008-10-12,20,17,0.0,10.1,4,4,86,05:38 PM,04:58 AM,07:43 AM,07:02 PM,15,18,18,18,12,49,82,8.2,1020,20,9,115,7
2008-10-13,21,15,0.0,11.6,5,5,93,06:03 PM,06:06 AM,07:44 AM,07:01 PM,14,18,18,18,10,41,80,0.6,1022,21,10,188,6
2008-10-14,22,16,0.0,11.1,5,5,100,06:31 PM,07:17 AM,07:45 AM,06:59 PM,14,19,19,19,17,10,76,0.0,1022,22,10,259,11
2008-10-15,23,16,0.0,11.1,5,5,100,07:03 PM,08:30 AM,07:46 AM,06:58 PM,15,20,20,20,17,2,75,0.0,1023,23,10,256,10
2008-10-16,21,16,0.0,11.1,5,5,85,07:42 PM,09:47 AM,07:47 AM,06:56 PM,16,19,19,19,15,26,85,0.0,1023,21,10,323,10
2008-10-17,20,17,0.0,10.1,4,4,78,08:30 PM,11:03 AM,07:48 AM,06:55 PM,16,19,19,19,11,57,83,0.3,1019,20,10,300,8
2008-10-18,21,15,0.0,11.1,4,4,70,09:28 PM,12:16 PM,07:49 AM,06:54 PM,15,18,19,18,10,21,81,1.3,1016,21,10,175,6
2008-10-19,22,15,0.0,11.0,5,5,63,10:34 PM,01:21 PM,07:50 AM,06:52 PM,13,19,19,19,16,17,70,0.0,1017,22,10,90,9
2008-10-20,23,17,0.0,11.0,5,5,56,11:47 PM,02:14 PM,07:51 AM,06:51 PM,14,20,20,20,16,29,72,0.1,1017,23,10,131,10
2008-10-21,20,15,0.0,10.1,5,5,49,No moonrise,02:57 PM,07:52 AM,06:49 PM,14,18,18,18,24,61,79,0.6,1017,20,9,332,17
2008-10-22,18,13,0.0,10.1,5,5,41,12:59 AM,03:32 PM,07:53 AM,06:48 PM,8,15,16,15,45,28,59,0.0,1018,18,10,145,33
2008-10-23,19,14,0.0,10.9,5,5,34,02:10 AM,04:00 PM,07:54 AM,06:47 PM,8,16,17,16,28,21,56,0.0,1019,19,10,140,19
2008-10-24,20,15,0.0,10.9,5,5,27,03:18 AM,04:26 PM,07:55 AM,06:45 PM,9,17,17,17,26,10,60,0.0,1021,20,10,177,17
2008-10-25,21,14,0.0,10.9,5,5,20,04:23 AM,04:50 PM,07:56 AM,06:44 PM,9,18,19,18,27,4,56,0.0,1025,21,10,89,16
2008-10-26,23,16,0.0,10.9,5,5,12,05:27 AM,05:14 PM,07:57 AM,06:43 PM,9,19,19,19,24,4,54,0.0,1024,23,10,95,13
2008-10-27,21,16,0.0,10.1,5,5,5,06:30 AM,05:38 PM,07:58 AM,06:42 PM,13,18,18,18,29,30,71,0.9,1019,21,10,176,19
2008-10-28,16,14,0.0,10.8,4,4,0,07:33 AM,06:04 PM,07:59 AM,06:40 PM,7,13,15,13,49,15,62,0.0,1014,16,10,350,37
2008-10-29,16,11,0.0,10.4,4,4,0,08:36 AM,06:34 PM,08:01 AM,06:39 PM,7,12,14,12,31,15,63,0.0,1018,16,10,215,22
2008-10-30,18,13,0.0,5.2,4,4,2,09:39 AM,07:10 PM,08:02 AM,06:38 PM,12,15,15,15,31,74,79,2.0,1012,18,9,293,21
2008-10-31,15,12,0.0,10.0,4,4,6,10:39 AM,07:51 PM,08:03 AM,06:37 PM,9,13,14,13,20,57,72,0.4,997,15,10,301,15
2008-11-01,16,10,0.0,10.3,4,4,17,11:35 AM,08:38 PM,08:04 AM,06:36 PM,8,13,13,13,14,15,69,0.0,1003,16,10,212,9
2008-11-02,16,10,0.0,10.3,4,4,25,12:25 PM,09:32 PM,08:05 AM,06:35 PM,7,12,13,12,20,18,64,0.0,1009,16,10,103,13
2008-11-03,15,12,0.0,10.3,4,4,32,01:09 PM,10:29 PM,08:06 AM,06:34 PM,8,12,13,12,24,30,68,0.8,1015,15,10,222,17
2008-11-04,16,12,0.0,10.0,4,4,40,01:47 PM,11:31 PM,08:07 AM,06:33 PM,10,13,14,13,22,46,78,2.2,1015,16,10,312,15
2008-11-05,17,14,0.0,10.2,5,5,47,02:18 PM,No moonset,08:08 AM,06:32 PM,12,14,15,14,24,32,82,0.5,1021,17,10,320,16
2008-11-06,18,12,0.0,10.2,4,4,55,02:46 PM,12:32 AM,08:09 AM,06:31 PM,11,14,15,14,16,13,80,0.0,1023,18,10,317,10
2008-11-07,18,14,0.0,10.0,5,5,62,03:12 PM,01:36 AM,08:10 AM,06:30 PM,11,15,15,15,18,38,77,1.2,1021,18,10,282,12
2008-11-08,17,11,0.0,10.2,4,4,70,03:37 PM,02:39 AM,08:11 AM,06:29 PM,11,15,15,15,8,6,78,0.0,1025,17,10,235,5
2008-11-09,18,11,0.0,10.2,4,4,78,04:01 PM,03:45 AM,08:12 AM,06:28 PM,11,15,15,15,11,1,77,0.0,1029,18,10,152,7
2008-11-10,17,12,0.0,10.1,4,4,85,04:27 PM,04:52 AM,08:13 AM,06:27 PM,9,14,15,14,13,9,70,0.0,1026,17,10,162,8
2008-11-11,18,13,0.0,10.1,4,4,93,04:58 PM,06:04 AM,08:15 AM,06:26 PM,11,15,15,15,14,53,76,0.1,1023,18,10,256,10
2008-11-12,16,12,0.0,10.1,4,4,100,05:34 PM,07:19 AM,08:16 AM,06:25 PM,8,12,14,12,33,2,68,0.0,1026,16,10,181,23
2008-11-13,17,13,0.0,10.1,4,4,100,06:18 PM,08:37 AM,08:17 AM,06:24 PM,8,13,14,13,24,5,67,0.0,1027,17,10,107,16
2008-11-14,17,9,0.0,10.1,4,4,85,07:13 PM,09:55 AM,08:18 AM,06:23 PM,5,12,13,12,19,5,58,0.0,1026,17,10,40,11
2008-11-15,18,11,0.0,10.0,4,4,77,08:18 PM,11:05 AM,08:19 AM,06:23 PM,6,13,13,13,21,1,60,0.0,1025,18,10,61,13
2008-11-16,19,10,0.0,10.0,4,4,70,09:32 PM,12:05 PM,08:20 AM,06:22 PM,7,13,14,13,22,1,62,0.0,1026,19,10,53,12
2008-11-17,19,11,0.0,10.0,4,4,62,10:47 PM,12:53 PM,08:21 AM,06:21 PM,8,14,14,14,21,0,64,0.0,1027,19,10,84,12
2008-11-18,17,12,0.0,10.0,4,4,55,No moonrise,01:32 PM,08:22 AM,06:21 PM,9,13,14,13,32,7,70,0.0,1021,17,10,220,21
2008-11-19,18,12,0.0,10.0,4,4,47,12:01 AM,02:03 PM,08:23 AM,06:20 PM,7,13,15,13,31,3,61,0.0,1019,18,10,44,20
2008-11-20,17,12,0.0,10.0,4,4,39,01:11 AM,02:30 PM,08:24 AM,06:19 PM,7,13,14,13,25,2,62,0.0,1022,17,10,46,16
2008-11-21,18,11,0.0,9.9,4,4,32,02:16 AM,02:54 PM,08:25 AM,06:19 PM,6,13,14,13,26,1,61,0.0,1025,18,10,82,16
2008-11-22,19,13,0.0,9.9,5,5,24,03:21 AM,03:18 PM,08:26 AM,06:18 PM,10,15,15,15,29,1,72,0.0,1022,19,10,143,18
2008-11-23,18,13,0.0,9.9,4,4,17,04:23 AM,03:42 PM,08:28 AM,06:18 PM,9,14,15,14,29,2,70,0.0,1019,18,10,147,19
2008-11-24,15,13,0.0,6.6,4,4,9,05:25 AM,04:07 PM,08:29 AM,06:17 PM,10,12,14,12,36,59,77,0.8,1015,15,9,333,25
2008-11-25,14,11,0.0,9.9,4,4,2,06:27 AM,04:36 PM,08:30 AM,06:17 PM,6,10,13,10,33,19,63,0.0,1015,14,10,227,23
2008-11-26,13,8,0.0,9.9,4,4,0,07:30 AM,05:10 PM,08:31 AM,06:17 PM,-0,7,10,7,33,3,48,0.0,1021,13,10,40,24
2008-11-27,14,7,0.0,9.8,3,3,0,08:30 AM,05:49 PM,08:32 AM,06:16 PM,1,8,10,8,27,3,54,0.0,1020,14,10,111,18
2008-11-28,14,9,0.0,9.8,4,4,0,09:28 AM,06:34 PM,08:33 AM,06:16 PM,8,10,12,10,31,59,78,3.3,1011,14,10,275,20
2008-11-29,12,10,0.0,6.6,4,4,6,10:20 AM,07:26 PM,08:34 AM,06:16 PM,6,7,11,7,49,61,75,4.8,1004,12,10,290,32
2008-11-30,11,8,0.0,9.8,3,3,13,11:06 AM,08:22 PM,08:35 AM,06:15 PM,6,7,10,7,30,47,77,2.3,1008,11,10,314,20
2008-12-01,10,8,0.0,6.6,3,3,20,11:46 AM,09:22 PM,08:36 AM,06:15 PM,5,6,9,6,29,53,77,2.0,1015,10,10,325,19
2008-12-02,13,8,0.0,9.8,3,3,27,12:19 PM,10:23 PM,08:37 AM,06:15 PM,4,7,10,7,31,1,68,0.0,1025,13,10,267,20
2008-12-03,14,10,0.0,4.9,3,3,35,12:48 PM,11:25 PM,08:38 AM,06:15 PM,9,11,13,11,34,69,79,3.5,1022,14,9,297,22
2008-12-04,16,12,0.0,4.9,3,3,42,01:14 PM,No moonset,08:39 AM,06:15 PM,12,13,14,13,24,78,85,0.3,1019,16,9,297,16
2008-12-05,16,14,0.0,8.2,3,3,49,01:38 PM,12:26 AM,08:39 AM,06:15 PM,14,15,15,15,23,67,91,0.9,1019,16,9,280,14
2008-12-06,16,13,0.0,9.8,4,4,56,02:01 PM,01:29 AM,08:40 AM,06:15 PM,13,14,14,14,23,43,89,0.0,1021,16,10,219,15
2008-12-07,16,13,0.0,9.7,4,4,64,02:25 PM,02:33 AM,08:41 AM,06:15 PM,13,14,15,14,31,61,89,3.5,1017,16,9,246,20
2008-12-08,16,12,0.0,9.7,4,4,71,02:53 PM,03:40 AM,08:42 AM,06:15 PM,11,13,14,13,22,27,85,0.0,1021,16,10,336,14
2008-12-09,13,11,0.0,9.7,4,4,78,03:25 PM,04:51 AM,08:43 AM,06:15 PM,8,10,12,10,46,22,74,0.1,1020,13,10,305,33
2008-12-10,13,9,0.0,9.7,4,4,85,04:04 PM,06:07 AM,08:44 AM,06:15 PM,5,8,11,8,41,2,67,0.0,1021,13,10,49,28
2008-12-11,13,9,0.0,6.5,3,3,93,04:53 PM,07:25 AM,08:45 AM,06:15 PM,7,9,11,9,23,42,77,0.4,1022,13,10,195,15
2008-12-12,14,11,0.0,9.7,4,4,100,05:54 PM,08:40 AM,08:45 AM,06:15 PM,8,10,12,10,36,37,75,2.1,1021,14,10,331,24
2008-12-13,14,11,0.0,4.8,3,3,100,07:06 PM,09:47 AM,08:46 AM,06:15 PM,10,11,13,11,38,84,84,7.0,1014,14,10,293,24
2008-12-14,12,10,0.0,6.5,3,3,85,08:23 PM,10:42 AM,08:47 AM,06:16 PM,7,8,11,8,52,71,74,2.1,1009,12,10,327,35
2008-12-15,12,9,0.0,9.7,4,4,78,09:41 PM,11:27 AM,08:47 AM,06:16 PM,5,7,11,7,40,19,71,0.4,1017,12,10,264,28
2008-12-16,14,9,0.0,9.7,4,4,71,10:56 PM,12:02 PM,08:48 AM,06:16 PM,8,9,11,9,31,11,80,0.0,1019,14,10,258,21
