date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2011-01-26,14,6,0.0,10.0,3,3,48,01:50 AM,12:22 PM,08:47 AM,06:51 PM,2,6,9,6,27,12,63,0.0,1006,14,10,45,17
2011-01-27,13,6,0.0,10.1,3,3,40,03:00 AM,01:02 PM,08:47 AM,06:52 PM,7,8,9,8,21,39,83,2.4,1001,13,10,298,12
2011-01-28,13,9,0.0,10.1,4,4,33,04:06 AM,01:48 PM,08:46 AM,06:53 PM,7,9,11,9,27,23,78,1.5,1006,13,10,281,16
2011-01-29,12,8,0.0,10.1,3,3,26,05:08 AM,02:40 PM,08:45 AM,06:54 PM,6,8,10,8,24,23,77,0.3,1013,12,10,319,14
2011-01-30,12,6,0.0,10.1,3,3,19,06:03 AM,03:37 PM,08:44 AM,06:55 PM,5,7,9,7,18,22,77,0.2,1016,12,10,292,11
2011-01-31,12,8,0.0,10.1,3,3,15,06:51 AM,04:37 PM,08:44 AM,06:57 PM,4,7,9,7,29,1,68,0.0,1021,12,10,224,18
2011-02-01,12,5,0.0,10.2,3,3,0,07:32 AM,05:39 PM,08:43 AM,06:58 PM,3,6,8,6,20,1,70,0.0,1027,12,10,28,12
2011-02-02,13,5,0.0,10.2,3,3,0,08:06 AM,06:40 PM,08:42 AM,06:59 PM,3,7,9,7,18,4,71,0.0,1030,13,10,27,10
2011-02-03,16,7,0.0,10.6,4,4,0,08:37 AM,07:40 PM,08:41 AM,07:00 PM,6,9,10,9,22,20,78,0.0,1032,16,10,140,12
2011-02-04,17,8,0.0,10.6,4,4,3,09:04 AM,08:38 PM,08:40 AM,07:01 PM,8,10,11,10,17,2,79,0.0,1034,17,10,72,9
2011-02-05,17,7,0.0,10.6,4,4,11,09:29 AM,09:36 PM,08:39 AM,07:02 PM,8,11,12,11,10,12,77,0.0,1032,17,10,89,5
2011-02-06,17,7,0.0,10.7,4,4,18,09:53 AM,10:33 PM,08:38 AM,07:04 PM,7,11,11,11,10,8,75,0.0,1029,17,10,132,5
2011-02-07,16,6,0.0,10.0,4,4,26,10:18 AM,11:31 PM,08:37 AM,07:05 PM,9,12,12,12,8,19,79,0.0,1025,16,10,198,5
2011-02-08,15,9,0.0,6.9,3,3,33,10:43 AM,No moonset,08:36 AM,07:06 PM,9,11,12,11,23,55,85,0.2,1021,15,9,171,14
2011-02-09,17,12,0.0,5.4,3,3,41,11:12 AM,12:28 AM,08:35 AM,07:07 PM,11,12,13,12,27,84,86,0.3,1019,17,9,155,18
2011-02-10,16,9,0.0,10.7,4,4,48,11:45 AM,01:27 AM,08:34 AM,07:08 PM,9,11,12,11,19,26,85,0.0,1021,16,9,161,12
2011-02-11,16,10,0.0,8.5,4,4,56,12:22 PM,02:26 AM,08:33 AM,07:09 PM,10,11,12,11,20,36,85,2.8,1019,16,10,189,13
2011-02-12,16,10,0.0,10.8,4,4,64,01:07 PM,03:26 AM,08:31 AM,07:11 PM,10,12,12,12,11,40,87,1.4,1021,16,9,138,7
2011-02-13,13,11,0.0,10.1,3,3,71,02:00 PM,04:24 AM,08:30 AM,07:12 PM,9,10,12,10,30,46,83,2.8,1016,13,10,253,18
2011-02-14,14,8,0.0,7.0,4,4,79,03:01 PM,05:19 AM,08:29 AM,07:13 PM,8,9,11,9,30,64,82,14.0,1016,14,9,249,18
2011-02-15,14,11,0.0,10.1,4,4,86,04:08 PM,06:08 AM,08:28 AM,07:14 PM,9,11,12,11,33,54,82,1.4,1007,14,10,276,20
2011-02-16,14,11,0.0,10.9,3,3,94,05:21 PM,06:52 AM,08:27 AM,07:15 PM,8,9,12,9,53,42,75,4.5,1002,14,9,260,33
2011-02-17,14,11,0.0,8.5,4,4,100,06:36 PM,07:31 AM,08:25 AM,07:16 PM,7,10,12,10,39,52,70,0.1,1011,14,10,305,25
2011-02-18,15,11,0.0,7.0,4,4,100,07:51 PM,08:06 AM,08:24 AM,07:17 PM,11,12,13,12,22,80,85,1.3,1017,15,10,209,14
2011-02-19,17,12,0.0,8.5,3,3,84,09:06 PM,08:39 AM,08:23 AM,07:18 PM,13,13,14,13,25,71,92,6.4,1016,17,8,224,16
2011-02-20,17,10,0.0,11.0,4,4,76,10:20 PM,09:12 AM,08:22 AM,07:20 PM,11,13,13,13,22,30,86,0.4,1022,17,10,277,14
2011-02-21,17,12,0.0,11.0,4,4,69,11:35 PM,09:45 AM,08:20 AM,07:21 PM,11,13,14,13,23,18,85,0.0,1028,17,10,296,15
2011-02-22,16,12,0.0,10.1,4,4,61,No moonrise,10:21 AM,08:19 AM,07:22 PM,11,12,13,12,22,42,86,0.0,1027,16,7,331,14
2011-02-23,18,11,0.0,10.1,4,4,53,12:47 AM,11:01 AM,08:18 AM,07:23 PM,11,13,14,13,22,38,84,0.0,1025,18,10,182,14
2011-02-24,20,10,0.0,11.1,4,4,46,01:57 AM,11:47 AM,08:16 AM,07:24 PM,11,14,14,14,16,4,83,0.0,1026,20,10,180,9
2011-02-25,19,11,0.0,11.1,4,4,38,03:02 AM,12:37 PM,08:15 AM,07:25 PM,11,14,14,14,19,9,82,0.0,1027,19,10,223,11
2011-02-26,18,10,0.0,11.1,4,4,31,04:00 AM,01:33 PM,08:14 AM,07:26 PM,11,12,13,12,23,21,85,0.0,1027,18,10,298,15
2011-02-27,15,11,0.0,7.1,3,3,23,04:49 AM,02:32 PM,08:12 AM,07:27 PM,9,11,13,11,28,70,79,2.0,1017,15,9,253,18
2011-02-28,15,8,0.0,11.2,4,4,16,05:32 AM,03:33 PM,08:11 AM,07:28 PM,7,10,12,10,27,11,72,0.0,1027,15,10,266,18
2011-03-01,15,7,0.0,11.2,4,4,15,06:08 AM,04:33 PM,08:09 AM,07:29 PM,4,9,10,9,21,3,67,0.0,1025,15,10,26,13
2011-03-02,14,6,0.0,11.2,4,4,8,06:39 AM,05:33 PM,08:08 AM,07:30 PM,3,8,10,8,21,3,64,0.0,1024,14,10,100,13
2011-03-03,15,11,0.0,10.1,3,3,1,07:07 AM,06:31 PM,08:07 AM,07:31 PM,9,11,13,11,30,65,80,1.8,1016,15,10,238,20
2011-03-04,15,11,0.0,8.6,3,3,0,07:33 AM,07:29 PM,08:05 AM,07:32 PM,9,11,13,11,31,60,78,0.9,1015,15,9,218,20
2011-03-05,16,11,0.0,10.1,3,3,0,07:58 AM,08:26 PM,08:04 AM,07:33 PM,8,11,13,11,34,57,74,1.8,1016,16,9,219,22
2011-03-06,16,11,0.0,10.1,3,3,6,08:22 AM,09:23 PM,08:02 AM,07:34 PM,8,12,13,12,25,59,75,1.1,1018,16,10,229,17
2011-03-07,17,9,0.0,10.1,4,4,14,08:48 AM,10:20 PM,08:01 AM,07:35 PM,9,11,12,11,23,33,83,4.1,1014,17,10,124,14
2011-03-08,13,10,0.0,8.7,3,3,21,09:16 AM,11:19 PM,07:59 AM,07:36 PM,10,10,12,10,25,72,90,7.0,1013,13,9,98,17
2011-03-09,17,8,0.0,11.6,4,4,28,09:46 AM,No moonset,07:58 AM,07:37 PM,9,10,12,10,22,30,84,0.5,1016,17,10,70,14
2011-03-10,18,9,0.0,11.6,4,4,36,10:21 AM,12:17 AM,07:56 AM,07:38 PM,10,12,13,12,18,31,81,2.1,1018,18,10,75,11
2011-03-11,17,9,0.0,10.2,4,4,43,11:03 AM,01:16 AM,07:55 AM,07:39 PM,9,12,12,12,12,55,80,1.2,1011,17,10,91,8
2011-03-12,16,10,0.0,10.2,3,3,50,11:51 AM,02:13 AM,07:53 AM,07:40 PM,10,13,13,13,12,58,84,1.3,1004,16,9,297,8
2011-03-13,15,10,0.0,8.8,3,3,57,12:46 PM,03:07 AM,07:52 AM,07:41 PM,10,11,12,11,12,70,86,0.9,1002,15,9,161,8
2011-03-14,12,10,0.0,6.0,3,3,65,01:49 PM,03:57 AM,07:50 AM,07:42 PM,9,9,11,9,19,92,91,6.6,999,12,8,171,13
2011-03-15,14,8,0.0,11.6,4,4,72,02:57 PM,04:42 AM,07:49 AM,07:43 PM,6,9,11,9,22,15,73,1.4,1007,14,10,216,13
2011-03-16,15,7,0.0,11.6,4,4,79,04:08 PM,05:23 AM,07:47 AM,07:44 PM,7,10,11,10,21,21,77,0.0,1015,15,10,189,13
2011-03-17,15,10,0.0,11.6,4,4,86,05:23 PM,05:59 AM,07:46 AM,07:45 PM,9,11,13,11,27,38,79,0.0,1023,15,10,340,18
2011-03-18,18,8,0.0,11.6,4,4,94,06:37 PM,06:33 AM,07:44 AM,07:46 PM,10,12,13,12,13,2,81,0.0,1026,18,10,170,8
2011-03-19,21,10,0.0,11.6,4,4,100,07:53 PM,07:06 AM,07:43 AM,07:47 PM,11,15,16,15,14,0,75,0.0,1025,21,10,104,8
2011-03-20,22,11,0.0,11.6,5,5,100,09:08 PM,07:40 AM,07:41 AM,07:48 PM,11,16,17,16,14,2,71,0.0,1021,22,10,28,8
2011-03-21,20,11,0.0,11.6,5,5,84,10:24 PM,08:15 AM,07:39 AM,07:49 PM,12,17,17,17,12,2,77,0.0,1020,20,10,157,7
2011-03-22,18,11,0.0,11.6,4,4,77,11:38 PM,08:55 AM,07:38 AM,07:50 PM,11,14,14,14,15,8,81,2.1,1020,18,10,109,9
2011-03-23,18,8,0.0,11.6,4,4,70,No moonrise,09:40 AM,07:36 AM,07:51 PM,7,11,12,11,25,9,71,0.0,1019,18,10,70,16
2011-03-24,18,9,0.0,11.6,4,4,63,12:48 AM,10:30 AM,07:35 AM,07:52 PM,10,13,13,13,12,23,83,0.8,1018,18,9,154,8
2011-03-25,18,12,0.0,7.5,4,4,55,01:51 AM,11:26 AM,07:33 AM,07:53 PM,12,14,14,14,15,59,86,0.1,1018,18,9,175,10
2011-03-26,17,12,0.0,10.2,3,3,48,02:44 AM,12:25 PM,07:32 AM,07:54 PM,12,13,14,13,22,56,86,1.4,1017,17,7,229,14
2011-03-27,17,12,0.0,10.2,4,4,41,03:31 AM,01:27 PM,07:30 AM,07:55 PM,10,13,14,13,26,60,79,0.3,1019,17,10,275,18
2011-03-28,16,13,0.0,6.1,3,3,34,04:09 AM,02:27 PM,07:29 AM,07:56 PM,12,13,14,13,19,92,86,0.9,1021,16,9,226,13
2011-03-29,18,12,0.0,11.6,4,4,26,04:42 AM,03:27 PM,07:27 AM,07:57 PM,11,14,14,14,19,40,84,0.0,1023,18,9,317,13
2011-03-30,19,11,0.0,11.6,4,4,19,05:11 AM,04:25 PM,07:25 AM,07:58 PM,12,14,14,14,14,18,84,0.0,1027,19,8,292,9
2011-03-31,23,11,0.0,11.6,5,5,15,05:37 AM,05:23 PM,07:24 AM,07:59 PM,13,17,18,17,14,1,79,0.0,1025,23,9,55,8
2011-04-01,24,13,0.0,11.6,5,5,0,06:02 AM,06:20 PM,07:22 AM,08:00 PM,13,18,18,18,23,21,73,0.0,1017,24,10,143,13
2011-04-02,19,13,0.0,6.4,4,4,0,06:26 AM,07:17 PM,07:21 AM,08:01 PM,13,15,15,15,17,84,89,0.9,1016,19,7,278,11
2011-04-03,17,12,0.0,11.6,4,4,0,06:52 AM,08:14 PM,07:19 AM,08:02 PM,9,12,14,12,29,23,74,0.0,1017,17,10,339,20
2011-04-04,20,11,0.0,11.6,4,4,3,07:19 AM,09:12 PM,07:18 AM,08:02 PM,10,14,15,14,25,6,75,0.0,1021,20,10,271,16
2011-04-05,26,13,0.0,11.6,5,5,10,07:49 AM,10:11 PM,07:16 AM,08:03 PM,13,18,19,18,28,5,70,0.0,1018,26,10,85,16
2011-04-06,24,16,0.0,11.6,5,5,18,08:23 AM,11:10 PM,07:15 AM,08:04 PM,12,20,20,20,27,8,63,0.0,1016,24,10,124,15
2011-04-07,25,13,0.0,11.6,5,5,25,09:02 AM,No moonset,07:13 AM,08:05 PM,13,19,20,19,16,5,69,0.0,1020,25,10,123,9
2011-04-08,25,14,0.0,11.6,5,5,33,09:48 AM,12:07 AM,07:11 AM,08:06 PM,13,19,20,19,17,0,67,0.0,1019,25,10,171,10
2011-04-09,21,13,0.0,11.6,5,5,40,10:40 AM,01:01 AM,07:10 AM,08:07 PM,13,16,17,16,20,10,82,0.0,1023,21,8,302,13
2011-04-10,22,14,0.0,11.6,5,5,48,11:39 AM,01:52 AM,07:08 AM,08:08 PM,13,16,17,16,29,15,80,0.0,1024,22,10,346,20
2011-04-11,24,13,0.0,11.6,5,5,56,12:43 PM,02:37 AM,07:07 AM,08:09 PM,12,17,18,17,23,10,74,0.0,1022,24,9,96,14
2011-04-12,25,14,0.0,10.3,5,5,63,01:51 PM,03:18 AM,07:05 AM,08:10 PM,12,19,20,19,18,20,65,0.0,1022,25,10,84,10
2011-04-13,26,15,0.0,11.6,5,5,71,03:00 PM,03:55 AM,07:04 AM,08:11 PM,11,20,20,20,20,22,60,0.0,1017,26,10,116,11
2011-04-14,27,14,0.0,11.6,5,5,78,04:12 PM,04:28 AM,07:02 AM,08:12 PM,13,20,21,20,19,0,66,0.0,1012,27,10,211,11
2011-04-15,26,13,0.0,11.6,5,5,86,05:25 PM,05:01 AM,07:01 AM,08:13 PM,13,19,19,19,17,5,68,0.0,1009,26,10,257,9
2011-04-16,23,15,0.0,11.6,5,5,93,06:39 PM,05:34 AM,07:00 AM,08:14 PM,12,19,19,19,16,2,68,0.0,1011,23,10,218,10
2011-04-17,23,14,0.0,11.6,5,5,100,07:55 PM,06:08 AM,06:58 AM,08:15 PM,12,18,18,18,20,12,73,0.0,1013,23,10,185,13
2011-04-18,21,12,0.0,11.6,5,5,100,09:11 PM,06:45 AM,06:57 AM,08:16 PM,13,17,18,17,18,26,76,9.3,1011,21,9,144,11
2011-04-19,20,14,0.0,10.4,5,5,84,10:24 PM,07:28 AM,06:55 AM,08:17 PM,14,16,16,16,20,54,88,10.7,1007,20,9,197,13
2011-04-20,17,13,0.0,9.2,4,4,77,11:33 PM,08:17 AM,06:54 AM,08:18 PM,13,15,15,15,11,66,88,4.7,1007,17,9,216,8
2011-04-21,18,12,0.0,9.2,4,4,69,No moonrise,09:13 AM,06:52 AM,08:19 PM,12,15,15,15,10,60,84,7.3,1005,18,9,137,7
2011-04-22,15,12,0.0,9.2,3,3,61,12:33 AM,10:13 AM,06:51 AM,08:19 PM,12,13,14,13,20,79,89,5.1,1005,15,10,288,13
2011-04-23,17,13,0.0,6.9,4,4,54,01:24 AM,11:15 AM,06:50 AM,08:20 PM,13,14,15,14,29,87,86,1.0,1009,17,9,329,20
2011-04-24,22,14,0.0,11.6,4,4,46,02:06 AM,12:18 PM,06:48 AM,08:21 PM,13,17,18,17,23,31,80,1.2,1013,22,10,267,15
2011-04-25,22,14,0.0,11.6,5,5,39,02:42 AM,01:19 PM,06:47 AM,08:22 PM,13,18,18,18,19,9,75,0.4,1016,22,10,103,11
2011-04-26,24,14,0.0,11.6,5,5,31,03:13 AM,02:18 PM,06:46 AM,08:23 PM,13,19,20,19,16,11,71,0.0,1015,24,10,70,9
2011-04-27,25,14,0.0,11.6,5,5,24,03:40 AM,03:17 PM,06:44 AM,08:24 PM,12,19,20,19,14,14,66,0.7,1012,25,10,144,8
2011-04-28,24,15,0.0,11.6,5,5,16,04:05 AM,04:13 PM,06:43 AM,08:25 PM,14,19,20,19,10,21,72,0.0,1009,24,10,262,6
2011-04-29,21,15,0.0,9.3,4,4,9,04:30 AM,05:10 PM,06:42 AM,08:26 PM,15,17,17,17,10,58,86,12.7,1002,21,9,231,6
2011-04-30,18,14,0.0,9.3,5,5,1,04:55 AM,06:07 PM,06:41 AM,08:27 PM,14,16,16,16,13,76,88,1.2,1000,18,9,291,9
2011-05-01,20,13,0.0,11.6,5,5,1,05:22 AM,07:05 PM,06:39 AM,08:28 PM,13,16,16,16,11,41,82,1.2,1001,20,9,145,7
2011-05-02,21,13,0.0,11.6,5,5,0,05:51 AM,08:04 PM,06:38 AM,08:29 PM,14,17,17,17,18,26,82,2.7,1004,21,9,257,12
2011-05-03,20,14,0.0,11.6,5,5,0,06:24 AM,09:03 PM,06:37 AM,08:30 PM,12,16,16,16,20,21,78,0.0,1015,20,10,317,14
2011-05-04,20,12,0.0,11.6,5,5,6,07:02 AM,10:01 PM,06:36 AM,08:31 PM,12,16,16,16,15,10,77,0.1,1020,20,10,310,10
2011-05-05,22,12,0.0,11.6,5,5,13,07:47 AM,10:57 PM,06:35 AM,08:32 PM,13,17,17,17,11,13,76,0.0,1017,22,10,231,7
2011-05-06,19,14,0.0,11.6,5,5,21,08:37 AM,11:49 PM,06:34 AM,08:33 PM,12,16,16,16,17,32,76,0.6,1011,19,10,211,12
2011-05-07,19,13,0.0,11.6,5,5,28,09:34 AM,No moonset,06:33 AM,08:34 PM,11,16,16,16,26,36,75,2.1,1014,19,10,237,19
2011-05-08,20,14,0.0,10.5,5,5,35,10:36 AM,12:35 AM,06:31 AM,08:35 PM,12,16,17,16,18,26,76,0.3,1019,20,10,260,12
2011-05-09,23,13,0.0,11.6,5,5,42,11:42 AM,01:17 AM,06:30 AM,08:36 PM,12,17,18,17,22,12,72,0.0,1020,23,10,178,15
2011-05-10,27,14,0.0,11.6,5,5,50,12:49 PM,01:54 AM,06:29 AM,08:37 PM,14,19,20,19,23,0,70,0.0,1019,27,10,139,14
2011-05-11,27,17,0.0,9.3,6,6,57,01:57 PM,02:28 AM,06:28 AM,08:38 PM,16,21,22,21,16,25,73,0.0,1018,27,10,150,10
2011-05-12,28,18,0.0,11.6,6,6,64,03:07 PM,02:59 AM,06:27 AM,08:39 PM,16,23,23,23,11,4,69,0.0,1016,28,10,152,7
2011-05-13,27,18,0.0,11.6,6,6,71,04:18 PM,03:31 AM,06:26 AM,08:39 PM,16,23,23,23,12,9,67,0.7,1015,27,10,161,7
2011-05-14,26,17,0.0,11.6,6,6,79,05:31 PM,04:03 AM,06:26 AM,08:40 PM,16,21,22,21,18,14,75,0.0,1017,26,10,296,11
2011-05-15,27,17,0.0,11.6,6,6,86,06:45 PM,04:38 AM,06:25 AM,08:41 PM,13,21,22,21,32,4,61,0.0,1018,27,10,57,20
2011-05-16,27,17,0.0,11.6,6,6,93,07:59 PM,05:18 AM,06:24 AM,08:42 PM,14,21,22,21,19,19,64,6.0,1019,27,10,145,12
2011-05-17,23,16,0.0,11.6,5,5,100,09:11 PM,06:03 AM,06:23 AM,08:43 PM,16,20,20,20,19,21,79,4.0,1017,23,10,174,12
2011-05-18,20,16,0.0,8.2,4,4,100,10:15 PM,06:56 AM,06:22 AM,08:44 PM,16,18,18,18,16,66,89,10.1,1011,20,9,185,10
2011-05-19,23,15,0.0,10.5,5,5,85,11:12 PM,07:55 AM,06:21 AM,08:45 PM,16,19,20,19,18,37,82,2.0,1013,23,9,128,12
2011-05-20,25,17,0.0,11.6,5,5,78,11:59 PM,08:58 AM,06:21 AM,08:46 PM,16,20,21,20,18,19,77,0.0,1017,25,10,142,12
2011-05-21,24,16,0.0,11.6,5,5,70,No moonrise,10:02 AM,06:20 AM,08:47 PM,16,19,20,19,19,22,82,0.0,1020,24,7,297,14
2011-05-22,24,15,0.0,11.6,5,5,63,12:38 AM,11:06 AM,06:19 AM,08:47 PM,14,19,20,19,20,12,75,0.0,1021,24,10,263,14
2011-05-23,26,16,0.0,11.6,6,6,56,01:12 AM,12:07 PM,06:18 AM,08:48 PM,15,21,21,21,22,14,70,0.0,1021,26,10,215,14
2011-05-24,29,17,0.0,11.6,6,6,49,01:41 AM,01:07 PM,06:18 AM,08:49 PM,15,24,24,23,19,5,62,0.0,1021,29,10,102,11
2011-05-25,28,20,0.0,10.5,6,6,41,02:08 AM,02:05 PM,06:17 AM,08:50 PM,14,25,25,24,11,24,58,0.0,1019,28,10,173,6
2011-05-26,22,18,0.0,11.6,6,6,34,02:33 AM,03:02 PM,06:17 AM,08:51 PM,16,20,21,20,15,23,76,0.0,1019,22,10,260,10
2011-05-27,26,16,0.0,11.6,5,5,27,02:58 AM,03:59 PM,06:16 AM,08:51 PM,16,21,22,21,14,24,74,2.7,1015,26,10,143,9
2011-05-28,26,18,0.0,11.6,6,6,19,03:24 AM,04:56 PM,06:15 AM,08:52 PM,17,21,22,21,15,17,79,10.9,1014,26,9,131,9
2011-05-29,21,15,0.0,9.4,5,5,12,03:52 AM,05:55 PM,06:15 AM,08:53 PM,13,18,18,18,22,63,74,0.3,1018,21,10,288,15
2011-05-30,22,15,0.0,9.4,4,4,5,04:24 AM,06:54 PM,06:14 AM,08:54 PM,13,18,18,18,24,47,72,0.2,1019,22,10,300,17
2011-05-31,23,16,0.0,10.5,5,5,1,05:00 AM,07:53 PM,06:14 AM,08:54 PM,15,19,19,19,26,16,78,0.0,1020,23,10,340,19
2011-06-01,26,16,0.0,11.6,6,6,0,05:43 AM,08:50 PM,06:14 AM,08:55 PM,14,21,22,21,22,3,67,0.0,1020,26,10,79,14
2011-06-02,25,16,0.0,11.6,6,6,2,06:31 AM,09:45 PM,06:13 AM,08:56 PM,10,20,21,20,27,0,52,0.0,1018,25,10,45,17
2011-06-03,27,18,0.0,11.6,6,6,10,07:28 AM,10:33 PM,06:13 AM,08:57 PM,14,22,22,22,17,9,61,0.0,1016,27,10,152,10
2011-06-04,27,18,0.0,11.6,6,6,17,08:29 AM,11:17 PM,06:13 AM,08:57 PM,14,23,23,22,17,13,62,0.0,1012,27,10,200,10
2011-06-05,26,18,0.0,11.6,6,6,25,09:34 AM,11:56 PM,06:12 AM,08:58 PM,15,21,22,21,19,12,70,0.0,1009,26,10,240,13
2011-06-06,21,17,0.0,8.3,4,4,32,10:41 AM,No moonset,06:12 AM,08:58 PM,15,18,19,18,26,64,79,0.9,1009,21,10,326,19
2011-06-07,20,15,0.0,10.5,5,5,40,11:50 AM,12:30 AM,06:12 AM,08:59 PM,11,17,17,17,37,52,69,0.4,1014,20,10,332,29
2011-06-08,19,14,0.0,14.5,5,5,48,12:58 PM,01:02 AM,06:12 AM,09:00 PM,11,16,17,16,26,22,67,0.0,1018,19,10,334,19
2011-06-09,19,13,0.0,13.5,4,4,55,02:06 PM,01:33 AM,06:11 AM,09:00 PM,12,17,17,17,11,55,75,1.7,1019,19,8,236,8
2011-06-10,22,15,0.0,14.5,5,5,63,03:17 PM,02:03 AM,06:11 AM,09:01 PM,14,19,19,19,14,25,73,0.0,1020,22,10,202,11
2011-06-11,22,14,0.0,14.5,5,5,70,04:28 PM,02:36 AM,06:11 AM,09:01 PM,12,18,19,18,16,6,66,0.0,1020,22,10,302,11
2011-06-12,24,15,0.0,14.5,5,5,78,05:40 PM,03:13 AM,06:11 AM,09:02 PM,11,19,20,19,13,3,61,0.0,1019,24,10,291,9
2011-06-13,23,15,0.0,14.5,5,5,85,06:51 PM,03:54 AM,06:11 AM,09:02 PM,15,19,20,19,16,12,75,0.0,1021,23,10,319,12
2011-06-14,24,16,0.0,14.5,5,5,93,07:58 PM,04:42 AM,06:11 AM,09:03 PM,15,19,20,19,21,18,76,0.0,1021,24,10,333,15
2011-06-15,24,16,0.0,14.5,5,5,100,08:58 PM,05:38 AM,06:11 AM,09:03 PM,15,20,21,20,23,3,76,0.0,1022,24,10,334,17
2011-06-16,23,16,0.0,14.5,5,5,100,09:50 PM,06:39 AM,06:11 AM,09:03 PM,14,19,19,19,23,5,73,0.0,1021,23,10,337,17
2011-06-17,23,15,0.0,14.5,5,5,85,10:33 PM,07:44 AM,06:11 AM,09:04 PM,14,19,19,19,24,12,75,0.0,1019,23,10,326,18
2011-06-18,21,15,0.0,14.5,5,5,77,11:09 PM,08:49 AM,06:11 AM,09:04 PM,12,18,19,18,26,11,69,0.0,1020,21,10,344,19
2011-06-19,26,15,0.0,14.5,5,5,69,11:41 PM,09:53 AM,06:11 AM,09:04 PM,12,20,20,20,21,5,62,0.0,1019,26,10,230,14
2011-06-20,27,17,0.0,14.5,6,6,62,No moonrise,10:54 AM,06:11 AM,09:05 PM,16,21,22,21,20,7,71,0.0,1018,27,10,297,14
2011-06-21,26,16,0.0,14.5,6,6,54,12:09 AM,11:53 AM,06:12 AM,09:05 PM,15,21,22,21,22,7,69,0.0,1018,26,10,295,16
2011-06-22,25,17,0.0,14.5,6,6,47,12:35 AM,12:51 PM,06:12 AM,09:05 PM,14,20,21,20,26,7,70,0.0,1020,25,10,260,19
2011-06-23,23,15,0.0,14.5,5,5,39,01:00 AM,01:48 PM,06:12 AM,09:05 PM,12,18,19,18,30,6,69,0.0,1021,23,10,345,22
2011-06-24,30,16,0.0,14.5,6,6,32,01:26 AM,02:45 PM,06:12 AM,09:05 PM,15,23,23,23,21,3,65,0.0,1018,30,10,173,14
2011-06-25,32,20,0.0,14.5,7,7,24,01:53 AM,03:44 PM,06:13 AM,09:05 PM,16,28,28,27,13,1,55,0.0,1017,32,10,215,8
2011-06-26,31,21,0.0,14.5,7,7,17,02:23 AM,04:42 PM,06:13 AM,09:05 PM,17,27,27,25,16,19,60,1.3,1016,31,10,182,10
2011-06-27,26,18,0.0,13.5,6,6,9,02:57 AM,05:42 PM,06:13 AM,09:05 PM,15,22,22,22,21,36,68,0.0,1017,26,10,275,14
2011-06-28,24,17,0.0,14.5,5,5,2,03:37 AM,06:40 PM,06:14 AM,09:06 PM,15,20,21,20,27,16,74,0.0,1018,24,10,341,21
2011-06-29,25,16,0.0,14.5,5,5,0,04:23 AM,07:36 PM,06:14 AM,09:06 PM,14,20,20,20,29,7,69,0.0,1018,25,10,340,21
2011-06-30,29,16,0.0,14.5,6,6,0,05:17 AM,08:27 PM,06:15 AM,09:05 PM,15,23,23,22,19,11,67,0.0,1017,29,10,299,12
2011-07-01,29,20,0.0,14.5,5,5,0,06:17 AM,09:14 PM,06:15 AM,09:05 PM,16,25,25,24,13,11,61,1.5,1016,29,10,252,7
2011-07-02,25,18,0.0,14.5,6,6,6,07:23 AM,09:55 PM,06:15 AM,09:05 PM,15,21,22,21,21,13,71,0.0,1013,25,10,326,15
2011-07-03,20,17,0.0,12.4,4,4,13,08:30 AM,10:32 PM,06:16 AM,09:05 PM,14,19,19,19,32,67,76,0.3,1014,20,10,317,24
2011-07-04,24,16,0.0,14.5,5,5,20,09:40 AM,11:05 PM,06:16 AM,09:05 PM,14,20,20,20,27,19,70,0.0,1018,24,10,332,20
2011-07-05,25,16,0.0,14.5,6,6,27,10:49 AM,11:36 PM,06:17 AM,09:05 PM,15,20,21,20,23,5,74,0.0,1019,25,10,334,17
2011-07-06,24,17,0.0,14.5,5,5,35,11:59 AM,No moonset,06:18 AM,09:05 PM,15,20,20,20,25,9,75,0.0,1018,24,10,340,18
2011-07-07,22,16,0.0,14.5,5,5,42,01:08 PM,12:07 AM,06:18 AM,09:04 PM,12,19,19,19,30,6,67,0.0,1017,22,10,336,22
2011-07-08,24,15,0.0,14.5,5,5,49,02:18 PM,12:39 AM,06:19 AM,09:04 PM,14,19,20,19,22,15,73,0.0,1018,24,10,328,16
2011-07-09,24,18,0.0,13.5,6,6,56,03:29 PM,01:13 AM,06:19 AM,09:04 PM,16,20,21,20,18,33,79,0.0,1019,24,9,311,14
2011-07-10,24,17,0.0,13.5,6,6,64,04:38 PM,01:52 AM,06:20 AM,09:03 PM,15,20,21,20,23,40,75,0.0,1018,24,10,330,17
2011-07-11,25,15,0.0,14.5,5,5,71,05:45 PM,02:36 AM,06:21 AM,09:03 PM,14,20,20,20,16,11,73,0.6,1014,25,10,326,12
2011-07-12,23,17,0.0,14.5,5,5,78,06:47 PM,03:28 AM,06:21 AM,09:02 PM,14,19,20,19,28,16,73,0.0,1016,23,10,331,21
2011-07-13,25,16,0.0,14.5,5,5,86,07:41 PM,04:26 AM,06:22 AM,09:02 PM,13,19,20,19,33,2,66,0.0,1020,25,10,304,24
